,Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to subnational parent value or percentiles,Time period Sortable
82865,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2013,10.614942058825699,,,,,571224.0,5381320.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
82866,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2013,10.9348342806331,,,,,581910.0,5321617.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
82867,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2013,11.0833807377211,,,,,644912.0,5818730.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
82868,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2013,11.087242524259699,,,,,672510.0,6065620.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
82869,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2013,11.1415575776421,,,,,686868.0,6164919.0,Aggregated from all known lower geography values,,Same,Not compared,20130000
82870,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2013,11.6147194742174,,,,,594354.0,5117248.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
82871,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2013,11.4044475766779,,,,,1391993.0,12205703.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
82872,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with lower deprivation and better health,2013,11.9099978945193,,,,,910723.0,7646710.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
82873,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with younger adults and university cities,2013,10.133401975055301,,,,,563740.0,5563186.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
82874,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2013,10.535144296956,,,,,950063.0,9018035.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
82875,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2013,11.000086390636001,,,,,1255470.0,11413274.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
82876,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2013,12.485232670549399,,,,,666542.0,5338643.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
82877,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2013,11.712847316994901,,,,,395656.0,3377966.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
82878,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Mixed communities in Inner London,2013,8.79080472200912,,,,,130056.0,1479455.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
90400,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,,,2014,11.2213948969047,11.213161916175698,11.229633157946598,,,6331484.0,56423324.0,,,Not compared,Not compared,20140000
90401,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2014,11.958266799231101,,,,,719974.0,6020722.0,Aggregated from all known lower geography values,,Higher,Not compared,20140000
90402,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2014,11.695344899463198,,,,,710328.0,6073596.0,Aggregated from all known lower geography values,,Higher,Not compared,20140000
90403,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2014,11.0425658537853,,,,,544031.0,4926672.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90404,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2014,10.8085565111667,,,,,572506.0,5296785.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90405,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2014,10.6385899133105,,,,,575879.0,5413114.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90406,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2014,10.931085301238598,,,,,585667.0,5357812.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90407,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2014,11.0903066314066,,,,,649816.0,5859315.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90408,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2014,11.1259902988132,,,,,680208.0,6113685.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90409,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2014,11.154897268631899,,,,,692462.0,6207695.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90410,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2014,11.653567843213,,,,,600613.0,5153898.0,Aggregated from all known lower geography values,,Higher,Not compared,20140000
90411,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2014,11.4603160655494,,,,,1403351.0,12245308.0,Aggregated from all known lower geography values,,Higher,Not compared,20140000
90412,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with lower deprivation and better health,2014,11.957895621655199,,,,,921838.0,7709032.0,Aggregated from all known lower geography values,,Higher,Not compared,20140000
90413,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with younger adults and university cities,2014,10.1630758560593,,,,,571485.0,5623150.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90414,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2014,10.5155995752094,,,,,952564.0,9058580.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90415,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2014,11.0184893637588,,,,,1266419.0,11493581.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
90416,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2014,12.604752247713499,,,,,679905.0,5394037.0,Aggregated from all known lower geography values,,Higher,Not compared,20140000
90417,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2014,11.866660345037301,,,,,402962.0,3395749.0,Aggregated from all known lower geography values,,Higher,Not compared,20140000
90418,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Mixed communities in Inner London,2014,8.841266157620039,,,,,132960.0,1503857.0,Aggregated from all known lower geography values,,Lower,Not compared,20140000
97945,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,,,2015,11.3517779875165,11.343546169087801,11.360015014195499,,,6471839.0,57011677.0,,,Not compared,Not compared,20150000
97946,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2015,12.1434581332978,,,,,743427.0,6122037.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
97947,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2015,11.9213537292535,,,,,732741.0,6146458.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
97948,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2015,11.164702768578,,,,,554711.0,4968435.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97949,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2015,10.994568204633902,,,,,587681.0,5345194.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97950,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2015,10.7994375501123,,,,,589001.0,5453997.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97951,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2015,11.0585765409681,,,,,595437.0,5384391.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97952,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2015,11.1623113952214,,,,,660748.0,5919455.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97953,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2015,11.212950008313198,,,,,693966.0,6188969.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97954,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2015,11.1891626587278,,,,,702381.0,6277333.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97955,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2015,11.7521239449434,,,,,611746.0,5205408.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
97956,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2015,11.59037887922,,,,,1429638.0,12334696.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
97957,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with lower deprivation and better health,2015,12.0923990026856,,,,,943322.0,7800950.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
97958,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with younger adults and university cities,2015,10.360051313323801,,,,,586796.0,5664026.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97959,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2015,10.5316789631699,,,,,960354.0,9118717.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97960,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2015,11.1043382388321,,,,,1287761.0,11596918.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
97961,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2015,12.8776649092172,,,,,708640.0,5502861.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
97962,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2015,12.056559496671,,,,,417234.0,3460639.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
97963,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Mixed communities in Inner London,2015,9.00885267504746,,,,,138094.0,1532870.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
105497,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,,,2016,11.484372787678799,11.4761438221596,11.492606887732999,,,6618648.0,57631776.0,,,Not compared,Not compared,20160000
105498,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2016,12.300303312324901,,,,,765240.0,6221310.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
105499,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2016,12.089495927933301,,,,,752063.0,6220797.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
105500,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2016,11.306263264019,,,,,565941.0,5005553.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105501,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2016,11.137332723981302,,,,,602421.0,5409024.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105502,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2016,10.9101624897723,,,,,600701.0,5505885.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105503,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2016,11.1577865572507,,,,,606471.0,5435406.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105504,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2016,11.2803933634529,,,,,675510.0,5988355.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105505,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2016,11.333806022490098,,,,,709568.0,6260633.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105506,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2016,11.3161813027455,,,,,716158.0,6328619.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105507,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2016,11.8826474060889,,,,,624575.0,5256194.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
105508,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2016,11.763993024202199,,,,,1460963.0,12418938.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
105509,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with lower deprivation and better health,2016,12.240842648824302,,,,,966404.0,7894914.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
105510,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with younger adults and university cities,2016,10.5094869043499,,,,,602831.0,5736065.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105511,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2016,10.6144204728951,,,,,975024.0,9185843.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105512,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2016,11.2116119352247,,,,,1313948.0,11719528.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
105513,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2016,13.0753219849605,,,,,730902.0,5589935.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
105514,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2016,12.118892762901401,,,,,427667.0,3528928.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
105515,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Mixed communities in Inner London,2016,9.046400770403661,,,,,140909.0,1557625.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
113066,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,,,2017,11.629469815887198,11.6212451975001,11.637699488547803,,,6783301.0,58328549.0,,Increasing,Not compared,Not compared,20170000
120582,643,% aged under 18 years,,,E92000001,England,Country,Persons,<18 yrs,,,2012,20.76600949,20.75535977,20.77666324,,,11568400.0,55708344.0,,,Not compared,Not compared,20120000
128098,643,% aged under 18 years,,,E92000001,England,Country,Persons,<18 yrs,,,2013,20.765887150486698,20.755269353251396,20.7765089553737,,,11637952.6,56043609.0,,,Not compared,Not compared,20130000
135620,643,% aged under 18 years,,,E92000001,England,Country,Persons,<18 yrs,,,2014,20.7285508383023,20.717975852736398,20.7391298096332,,,11695737.4,56423324.0,,,Not compared,Not compared,20140000
143147,643,% aged under 18 years,,,E92000001,England,Country,Persons,<18 yrs,,,2015,20.7269247666579,20.7164047834903,20.7374486946772,,,11816767.4,57011677.0,,,Not compared,Not compared,20150000
150681,643,% aged under 18 years,,,E92000001,England,Country,Persons,<18 yrs,,,2016,20.709145246539,20.6986853192863,20.7196090785683,,,11935048.2,57631776.0,,,Not compared,Not compared,20160000
158232,643,% aged under 18 years,,,E92000001,England,Country,Persons,<18 yrs,,,2017,20.6639342254168,20.6535451582772,20.674327156784898,,,12052973.0,58328549.0,,Decreasing,Not compared,Not compared,20170000
165748,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,,,2010,15.7648474124725,15.755219298949301,15.7744803080795,,,8671354.99971093,55004369.9937782,,,Not compared,Not compared,20100000
165749,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2010,11.831554362485399,,,,,650857.0,5501027.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
165750,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2010,13.172314603564999,,,,,752927.0,5715981.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
165751,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2010,15.7746299500563,,,,,715933.0,4538509.0,Aggregated from all known lower geography values,,Same,Not compared,20100000
165752,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2010,14.473619071417101,,,,,707498.0,4888189.99939818,Aggregated from all known lower geography values,,Lower,Not compared,20100000
165753,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2010,16.7575876606128,,,,,841617.9999332,5022309.994602299,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165754,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2010,17.2769674297857,,,,,856184.999777728,4955643.99977773,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165755,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2010,17.9282885289087,,,,,980023.0,5466350.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165756,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2010,17.5325797460568,,,,,999346.0,5699937.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165757,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2010,17.0405120364958,,,,,1000473.0,5871144.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165758,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2010,16.5003467000349,,,,,807408.0,4893279.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165759,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2010,16.2285758568506,,,,,1867980.0,11510437.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165760,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2010,15.260704135628,,,,,1098364.0,7197335.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
165761,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2010,14.245868418736801,,,,,746613.0,5240908.99939818,Aggregated from all known lower geography values,,Lower,Not compared,20100000
165762,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2010,20.087039191582697,,,,,1713275.99977773,8529260.99977773,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165763,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2010,17.8651904625998,,,,,1928097.9999332,10792484.9946023,Aggregated from all known lower geography values,,Higher,Not compared,20100000
165764,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2010,11.2195329011801,,,,,544491.0,4853063.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
165765,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2010,9.53274541663035,,,,,293114.0,3074812.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
165766,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Mixed communities in Inner London,2010,8.886696320497698,,,,,120332.0,1354069.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
173257,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,,,2011,15.9231464114816,15.9135004622634,15.9327970997074,,,8797171.99966233,55247698.9932028,,,Not compared,Not compared,20110000
173258,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2011,11.7024652117048,,,,,656122.0,5606699.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
173259,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2011,13.1841052962835,,,,,765842.0,5808828.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
173260,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2011,15.8869392518312,,,,,727377.0,4578459.0,Aggregated from all known lower geography values,,Same,Not compared,20110000
173261,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2011,14.575098394583799,,,,,720722.0,4944886.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
173262,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2011,16.882983209642,,,,,859394.9996623329,5090302.9932028,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173263,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2011,17.5564618943738,,,,,875687.0,4987833.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173264,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2011,18.1436285339445,,,,,1002921.0,5527676.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173265,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2011,17.7877690992735,,,,,1022973.0,5750991.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173266,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2011,17.3681360621216,,,,,1022557.0,5887546.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173267,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2011,16.8053127322777,,,,,825017.0,4909263.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173268,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2011,16.3975897356875,,,,,1906919.0,11629264.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173269,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2011,15.5128872752254,,,,,1124561.0,7249205.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
173270,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2011,14.274323300483198,,,,,754560.0,5286135.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
173271,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2011,20.4703447117124,,,,,1751987.0,8558659.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173272,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2011,18.1173313476959,,,,,1969968.99966233,10873394.993202802,Aggregated from all known lower geography values,,Higher,Not compared,20110000
173273,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2011,11.0731193896557,,,,,550020.0,4967164.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
173274,336,% aged 65+ years,,,E92000001,England,Country,Persons,65+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2011,9.3957842092323,,,,,297698.0,3168421.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
